employer,emp_count,median_salary,mean_salary,total_payroll
Shkagamik-Kwe Health Centre,10,130865.04500000001,134063.388,1340633.8800000001
SickKids Centre For Community Mental Health,13,112786.8,130501.38538461538,1696518.01
Silent Voice Canada Inc,1,105906.0,105906.0,105906.0
Simcoe County District School Board,3047,132195.51,128215.81447981622,390673586.72
Simcoe Muskoka Catholic District School Board,1230,133025.85,131016.53108130081,161150333.23
"Simcoe Muskoka Child, Youth And Family Services",56,110140.94,117099.89696428573,6557594.23
Simcoe Muskoka District Health Unit,64,121006.26999999999,129066.2846875,8260242.22
Sinai Health System,1572,119246.08499999999,132263.520826972,207918254.74
Sioux Lookout Friendship Accord,1,205624.0,205624.0,205624.0
Sioux Lookout Meno Ya Win Health Centre,60,114138.32,123924.72833333333,7435483.7
Sioux-Hudson Literacy Council,2,101486.58499999999,101486.58499999999,202973.16999999998
Sir Sandford Fleming Of Applied Arts and Technology,281,126650.33,127326.90110320285,35778859.21
Sistering - A Woman’s Place,1,113300.0,113300.0,113300.0
Six Nations Polytechnic Inc,1,115485.0,115485.0,115485.0
Skilled Trades Ontario,42,117056.16,133813.52357142858,5620167.99
Skills Canada Ontario,4,136462.435,160197.47999999998,640789.9199999999
Skills For Change Of Metro Toronto,5,137500.0,150137.854,750689.27
Slovenian Linden Foundation,5,119999.83,117095.472,585477.36
Smooth Rock Falls Hospital,10,123008.95999999999,131662.375,1316623.75
Soar Community Services,5,106840.3,112809.15800000001,564045.79
Social Service Bureau Of Sarnia - Lambton Incorporated,3,108299.51,122188.21666666667,366564.65
Society Of St Vincent De Paul Toronto Central Council,1,104918.03,104918.03,104918.03
Softech Alliance Network (o/p Wetch Alliance),1,153380.74,153380.74,153380.74
Solicitor General,6319,118360.79,127044.248273461,802792604.84
Somerset West Community Health Centre,13,154732.0,156652.23076923078,2036479.0
Sound Times Support Services,1,131829.81,131829.81,131829.81
South Asian Autism Awareness Centre,1,120000.0,120000.0,120000.0
South Bruce Grey Health Centre,80,121010.625,128175.58625000001,10254046.9
South Essex Community Council,1,123164.0,123164.0,123164.0
South Georgian Bay Community Health Centres,5,148495.16,159970.626,799853.13
South Huron Hospital Association,17,118124.4,117073.71,1990253.07
South Riverdale Community Health Centre,25,148594.54,143989.6956,3599742.39
South Simcoe Police Service,92,128424.965,132259.84717391303,12167905.94
South West Centre For Community Programme Development,3,114226.5,126132.56666666667,378397.7
South-East Grey Community Health Centre,14,126538.55,144277.38357142857,2019883.37
South-East Grey Support Services,2,113007.595,113007.595,226015.19
South-East Ottawa Community Services,16,133247.34,142687.438125,2282999.01
Southlake Regional Health Centre,1103,118338.67,127246.54706255667,140352941.41
Southlake Residential Care Village,15,117877.15,117441.44866666666,1761621.73
Southwest Ontario Aboriginal Health Access Centre (SOAHAC),15,142156.87,175304.958,2629574.37
Southwest Ontario Tourism Corporation,1,119720.17,119720.17,119720.17
Southwestern Integrated Fibre Technology Inc,3,168724.21,168208.91,504626.73
Spark Commercialization And Innovation Centre,1,155316.0,155316.0,155316.0
Special Investigations Unit,17,141567.31,152178.65882352943,2587037.2
Speech And Stuttering Institute,1,115999.92,115999.92,115999.92
Spencer House Inc,2,133720.25,133720.25,267440.5
Spinal Cord Injury Ontario,7,135574.79,132404.10714285713,926828.75
Sprinkler Fitters Of Ontario UA Local 853,7,138899.11,143526.73,1004687.11
Sprint Senior People’s Resources In North Toronto,7,159618.51,163181.48857142855,1142270.42
Spruce Lodge Home For The Aged,11,118189.24,120504.85909090909,1325553.45
St Alban’s Boys’ And Girls’ Club,1,176994.06,176994.06,176994.06
St Catharines Mainstream Non-profit Housing Project,1,143941.73,143941.73,143941.73
St Clair Child and Youth Services,5,109138.09,117605.83200000001,588029.16
St Clair College Of Applied Arts and Technology,310,126688.9,127705.194,39588610.14
St Clair Region Conservation Authority,4,111155.55,116873.04000000001,467492.16000000003
St Joseph’s - Hospice Of London,2,121015.63500000001,121015.63500000001,242031.27000000002
St Joseph’s At Fleming,12,111339.41,114037.19,1368446.28
St Joseph’s Health Care Dundas,31,115022.54,131617.55193548388,4080144.11
St Joseph’s Home Care,5,115557.43,121041.786,605208.9299999999
St Joseph’s Infirmary,7,118061.09,125790.73142857142,880535.12
St Joseph’s Lifecare Centre,10,112531.51000000001,116273.397,1162733.97
St Jude Community Homes,1,110619.06,110619.06,110619.06
St Lawrence College Of Applied Arts and Technology,298,121507.28,125682.89469798657,37453502.62
St Lawrence River Institute Of Environmental Sciences,1,112612.3,112612.3,112612.3
St Lawrence Youth Association,3,165914.6,147529.01666666666,442587.05
St Leonard’s Society Of London,2,151451.59999999998,151451.59999999998,302903.19999999995
St Matthew’s House,1,106401.4,106401.4,106401.4
St Michael’s Homes,1,120321.3,120321.3,120321.3
St Patrick’s Home Of Ottawa,25,113342.45,118838.9904,2970974.76
St Thomas Economic Development Corporation,2,143404.71000000002,143404.71000000002,286809.42000000004
St. Clair Catholic District School Board,485,131627.94,130501.15131958763,63293058.39
St. Francis Advocates For The Autistic and Developmentally Disabled (Sarnia) Inc,3,101367.2,106980.53333333333,320941.6
St. Francis Memorial Hospital,15,113546.94,124121.70133333333,1861825.52
St. Jerome’s University,39,170693.74,167832.72282051283,6545476.19
St. Joseph’s Care Group,305,112799.41,130750.66498360656,39878952.82
St. Joseph’s Continuing Care Centre Of Sudbury,42,116979.095,123320.83714285714,5179475.16
St. Joseph’s General Hospital,63,119073.85,122789.7273015873,7735752.82
St. Joseph’s Health Care London,835,112573.14,126531.53002395209,105653827.57
St. Joseph’s Health Centre Guelph,59,119939.0,128073.36220338983,7556328.37
St. Joseph’s Healthcare Hamilton,1499,116021.73,124167.99679119413,186127827.19
St. Lawrence Parks Commission,20,115220.23,131179.88799999998,2623597.76
"St. Leonard’s Community Support, Prevention and Residential Services",1,125217.09,125217.09,125217.09
St. Mary’s General Hospital,438,116907.6,124605.10107305937,54577034.27
St. Peter’s Care Centres,12,120985.505,126392.43333333333,1516709.2
St. Peter’s Seminary,5,127733.37,130812.41400000002,654062.0700000001
St. Thomas Elgin General Hospital,234,113111.36,120814.09538461539,28270498.32
Stevenson Memorial Hospital,58,117054.23999999999,124065.43051724137,7195794.97
Stonegate Community Association,6,182611.94,198390.37666666668,1190342.26
Stonehenge Therapeutic Community,5,119570.99,124681.15400000001,623405.77
Strathroy Middlesex General Hospital,83,113747.03,118243.2495180723,9814189.71
Street Haven At The Crossroads,1,167534.85,167534.85,167534.85
Street Health Community Nursing Foundation,3,105007.0,113898.33333333333,341695.0
Strides Toronto Support Services,15,125010.55,136054.48133333333,2040817.22
Sudbury And Area Victim Services,1,105072.07,105072.07,105072.07
Sudbury Better Beginnings Better Futures Assoc,1,114590.0,114590.0,114590.0
Sudbury Catholic District School Board,416,133019.85,131265.6119471154,54606494.57
Sudbury Community Service Centre,1,104597.69,104597.69,104597.69
Sudbury Counselling Centre,1,117386.1,117386.1,117386.1
Sudbury Developmental Services,4,105350.765,108727.855,434911.42
Sudbury Finnishrest Home Society Inc,4,137896.315,137678.385,550713.54
Sudbury Young Women’s Christian Association,1,122468.0,122468.0,122468.0
Summit Housing and Outreach Programs,2,107839.285,107839.285,215678.57
Sunbeam Community & Developmental Services,17,109029.72,119588.96058823529,2033012.33
Sundridge & District Medical Centre Committee,1,140282.9,140282.9,140282.9
Sunnybrook Health Sciences Centre,2513,118953.92,126726.06955431755,318462612.79
Sunnybrook Research Institute,110,130203.26000000001,162969.0538181818,17926595.919999998
Superior Court Of Justice,19,313531.36,290259.4257894737,5514929.09
Superior Greenstone Association For Community Living,1,123032.0,123032.0,123032.0
Superior North Catholic District School Board,71,128642.32,131734.91408450704,9353178.9
Superior-Greenstone District School Board,140,136262.12,133713.78350000002,18719929.69
Supply Ontario,120,123620.72,140010.72966666665,16801287.56
Support House,3,125883.0,128787.66666666667,386363.0
Support Ontario Youth,1,135589.2,135589.2,135589.2
Supported Training and Rehabilitation In Diverse Environments (STRIDE),1,117944.43,117944.43,117944.43
Surex Community Services,4,110362.57,117107.64499999999,468430.57999999996
Surrey Place,51,117553.09,127156.5237254902,6484982.71
Swim Ontario,3,135274.63,146660.34333333335,439981.03
TNO - The Neighbourhood Organization,3,117168.1,142880.15333333335,428640.46
TRIEC (Toronto Region Immigrant Employment Council),2,161933.815,161933.815,323867.63
Taibu Community Health Centre,7,140625.55,158928.61142857143,1112500.28
Tamir Foundation,8,113829.85500000001,125334.58,1002676.64
Tay Valley Township,5,137522.56,136532.03199999998,682660.1599999999
Taykwa Tagamou Nation,1,114719.25,114719.25,114719.25
Techalliance Of Southwestern Ontario,2,174660.14500000002,174660.14500000002,349320.29000000004
Temagami Forest Management Corporation,1,138033.41,138033.41,138033.41
Temiskaming Hospital,71,116483.27,123091.36774647886,8739487.11
Temiskaming Native Women’s Support Group,1,103753.86,103753.86,103753.86
Thames Valley Children’s Centre,35,112314.36,118734.57028571429,4155709.96
Thames Valley District School Board,4722,132138.005,128000.79450656501,604419751.66
The AIDS Network,2,114575.5,114575.5,229151.0
The Ajax-Pickering Women’s Centre Inc,1,109969.61,109969.61,109969.61
"The Alexandra Hospital, Ingersoll",45,119184.45,125774.7731111111,5659864.79
The Arthritis Society,4,114912.51999999999,128124.81,512499.24
The Benevolent Society Heidehof for the Care of the Aged,7,108085.32,116731.39142857143,817119.74
The Career Foundation,5,130707.06,141589.272,707946.36
The Cedarbrook Society,2,138875.01,138875.01,277750.02
"The Corporation Of The Leeds, Grenville And Lanark District Health Unit",11,115889.9,138271.77454545454,1520989.52
The Corporation of the City of North Bay,99,137292.67,139413.54525252525,13801940.98
The Dementia Society Of Ottawa And Renfrew County,3,107211.46,108603.41666666667,325810.25
"The Elizabeth Fry Society, Toronto Branch",2,129183.955,129183.955,258367.91
The Hospital For Sick Children,1961,117728.74,138506.47378888325,271611195.1
The Mennonite Home Association of York County,10,121812.155,123335.371,1233353.71
The Michener Institute Of Education At UHN,62,129986.735,129705.12725806452,8041717.89
The Nation Municipality,14,118655.62,122628.22714285714,1716795.18
The North Bay Mattawa Conservation Authority,1,119212.6,119212.6,119212.6
The Oaks Revitalization Association,2,130000.0,130000.0,260000.0
The Ontario Electrical League,2,137672.215,137672.215,275344.43
The Ontario French Language Educational Communications Authority,58,113035.59,120198.30379310345,6971501.62
The Ontario Mission Of The Deaf Incorporated,8,116000.0,121396.625,971173.0
The Oshawa Young Women’s Christian Association,1,106179.71,106179.71,106179.71
The Ottawa Hospital,3165,117077.65,122499.88955766193,387712150.45
The Portage Program For Drug Dependencies Inc.,1,108859.0,108859.0,108859.0
The Reading Partnership,1,120000.0,120000.0,120000.0
The Rekai Centres,16,128003.005,134476.468125,2151623.49
The Salvation Army Toronto Grace Health Centre,64,119924.595,127104.748125,8134703.88
The St Christopher House,4,121023.35500000001,119158.10500000001,476632.42000000004
The University of Ottawa Heart Institute,480,119976.18,127359.15385416667,61132393.85
The Wexford Residence Inc,9,122522.15,120248.23888888888,1082234.15
Thresholds Homes And Supports Inc,2,135774.18,135774.18,271548.36
Thrive Child Development Centre,7,104148.0,115088.19571428571,805617.37
Thrive Counselling Services Halton Inc,1,127771.77,127771.77,127771.77
Thrive Housing and Support,1,121725.66,121725.66,121725.66
Thunder Bay Catholic District School Board,514,131958.16999999998,129262.53807392996,66440944.57
Thunder Bay Counselling Centre,5,128864.63,132786.454,663932.27
Thunder Bay District Health Unit,25,117362.39,132068.3228,3301708.07
Thunder Bay Regional Health Sciences Centre,843,115280.94,121996.37080664294,102842940.59
Thunder Woman Healing Lodge Society,2,116943.0,116943.0,233886.0
Tikinagan Child And Family Services,21,112169.69,124568.03714285714,2615928.78
Tillsonburg District Memorial Hospital,71,119110.2,126934.4538028169,9012346.22
Tillsonburg and District Multi-Service Centre,1,129951.38,129951.38,129951.38
Timiskaming Home Support,1,114267.72,114267.72,114267.72
Timmins And Area Women In Crisis,1,112614.44,112614.44,112614.44
Timmins And District Hospital,237,120104.01,125268.45080168777,29688622.84
Timmins Family Counselling Centre Inc,1,105072.0,105072.0,105072.0
Toronto Bail Program,1,140551.0,140551.0,140551.0
Toronto Business Development Centre,1,102218.89,102218.89,102218.89
Toronto Catholic District School Board,5256,119983.19,122407.92532724504,643376055.52
Toronto Centre For Community Learning and Development,1,135000.0,135000.0,135000.0
Toronto Community Benefits Network,1,147501.04,147501.04,147501.04
Toronto Council Fire Native Cultural Centre,2,105665.5,105665.5,211331.0
Toronto District School Board,14046,119821.47,124112.52137405667,1743284475.22
Toronto Festival Of Arts Culture And Creativity,9,138729.0,157025.16444444444,1413226.48
Toronto Finnish Canadian Senior Centre,3,120016.0,120152.33333333333,360457.0
Toronto Foundation For Student Success,9,119703.0,141012.33333333334,1269111.0
Toronto Ironworkers Training and Rehabilitation Centre,5,156762.75,155133.11200000002,775665.56
Toronto Kiwanis Boys And Girls Club,1,130000.0,130000.0,130000.0
Toronto Metropolitan University,1935,146700.04,163716.77177260982,316791953.38
Toronto People With AIDS Foundation,2,115562.0,115562.0,231124.0
Toronto Region Conservation Authority,159,117026.7,127087.56044025157,20206922.11
Toronto Waterfront Revitalization Corporation,57,155649.35,179730.12807017544,10244617.3
Total Communication Environment,4,127933.76000000001,124017.39,496069.56
Touchstone Institute,6,142502.86,155525.355,933152.13
Tourism Industry Association Of Ontario (TIAO),2,145470.63,145470.63,290941.26
Tourism Partnership Of Niagara,1,109520.64,109520.64,109520.64
"Tourism, Culture and Sport",213,117199.09,124445.58014084508,26506908.57
Town Of Ajax,210,133527.66,136891.971,28747313.91
Town Of Amherstburg,34,136578.0,140585.80647058823,4779917.42
Town Of Arnprior,9,111788.12,125339.84999999999,1128058.65
Town Of Atikokan,4,112614.145,116664.6725,466658.69
Town Of Aurora,102,113609.985,125747.35460784314,12826230.17
Town Of Aylmer,18,119707.125,126915.845,2284485.21
Town Of Bancroft,3,105593.8,114773.5,344320.5
Town Of Blind River,7,117754.5,118956.2657142857,832693.86
Town Of Bracebridge,21,123057.9,130772.98095238095,2746232.6
Town Of Bradford West Gwillimbury,81,129930.81,130694.92839506172,10586289.2
Town Of Caledon,149,121248.38,130711.3999328859,19475998.59
Town Of Carleton Place,13,126095.21,136192.3353846154,1770500.36
Town Of Cobourg,77,129508.7,133299.3664935065,10264051.22
Town Of Cochrane,4,120402.695,119915.025,479660.1
Town Of Collingwood,71,121819.53,126080.21591549295,8951695.33
Town Of Deep River,18,125610.66500000001,128403.22055555557,2311257.97
Town Of Deseronto,1,126051.58,126051.58,126051.58
Town Of East Gwillimbury,88,123557.75,129396.67625,11386907.51
Town Of Englehart,1,101661.98,101661.98,101661.98
Town Of Erin,8,128171.02,130947.70874999999,1047581.6699999999
Town Of Espanola,6,117628.775,117041.23833333334,702247.43
Town Of Essex,27,134913.48,136028.49296296298,3672769.31
Town Of Fort Erie,42,115645.785,123132.81976190476,5171578.43
Town Of Fort Frances,16,122768.89499999999,124584.855625,1993357.69
Town Of Gananoque,17,140936.19,138489.14588235295,2354315.48
Town Of Georgina,123,131056.63,137338.2932520325,16892610.07
Town Of Goderich,7,117048.08,132538.83428571429,927771.84
Town Of Gore Bay,1,127916.92,127916.92,127916.92
Town Of Grand Valley,3,116700.9,121589.09666666666,364767.29
Town Of Gravenhurst,16,120003.70000000001,124344.3,1989508.8
Town Of Greater Napanee,11,123557.09,125049.31818181818,1375542.5
Town Of Grimsby,25,127421.59,132528.234,3313205.85
Town Of Halton Hills,151,132133.04,137185.23801324505,20714970.94
Town Of Hanover,19,125298.3,128041.86421052631,2432795.42
Town Of Hawkesbury,15,130091.44,132830.92866666667,1992463.93
Town Of Hearst,7,119422.0,128420.0,898940.0
Town Of Huntsville,21,119115.03,127306.65666666666,2673439.79
Town Of Ingersoll,13,121789.22,126617.17615384616,1646023.29
Town Of Innisfil,100,134590.965,138598.5937,13859859.37
Town Of Iroquois Falls,9,112625.0,124585.44444444444,1121269.0
Town Of Kapuskasing,16,115546.86,118727.885,1899646.16
Town Of Kearney,3,121263.07,115195.62,345586.86
Town Of Kingsville,23,123804.09,130282.82130434783,2996504.89
Town Of Kirkland Lake,33,128670.0,130167.54545454546,4295529.0
Town Of Lakeshore,35,122961.22,132632.74285714285,4642146.0
Town Of Lasalle,88,132150.71,137066.15897727272,12061821.99
Town Of Latchford,1,104116.18,104116.18,104116.18
Town Of Laurentian Hills,1,115361.81,115361.81,115361.81
Town Of Lincoln,32,113956.92499999999,127994.9415625,4095838.13
Town Of Marathon,4,129759.57500000001,133989.3975,535957.59
Town Of Mattawa,1,112345.63,112345.63,112345.63
Town Of Midland,39,122580.89,130989.5782051282,5108593.55
Town Of Milton,204,119889.19,128439.38985294118,26201635.53
Town Of Minto,12,116314.92,122297.97499999999,1467575.7
Town Of Mono,9,117481.86,128413.95666666665,1155725.6099999999
Town Of Moosonee,2,109135.66500000001,109135.66500000001,218271.33000000002
Town Of New Tecumseth,49,120313.55,127686.10489795917,6256619.14
Town Of Newmarket,110,119801.545,132491.52663636365,14574067.93
Town Of Newmarket - Central York Fire Services,131,127713.32,131520.09152671756,17229131.99
Town Of Newmarket - Newmarket Public Library,4,124551.83,134184.795,536739.18
Town Of Niagara-on-the-lake,30,121351.975,126343.184,3790295.52
Town Of Northeastern Manitoulin And The Islands,4,104975.405,123635.54,494542.16
Town Of Oakville,589,122789.42,130130.63001697793,76646941.08
Town Of Oakville - Oakville Public Library,12,115578.175,122366.74416666666,1468400.93
Town Of Orangeville,64,122297.70999999999,128873.1075,8247878.88
Town Of Parry Sound,15,108611.32,122485.03733333334,1837275.56
Town Of Pelham,18,128880.63500000001,138592.95555555556,2494673.2
Town Of Penetanguishene,12,126991.48000000001,130840.88,1570090.56
Town Of Perth,9,122501.13,124269.27444444444,1118423.47
Town Of Petawawa,12,121713.12,129050.86666666665,1548610.4
Town Of Petrolia,6,108634.79000000001,117432.34499999999,704594.07
Town Of Plympton-Wyoming,6,124637.54499999998,128687.45,772124.7
Town Of Prescott,4,114032.435,119727.665,478910.66
Town Of Rainy River,1,103216.0,103216.0,103216.0
Town Of Renfrew,16,136190.38,135001.75187500002,2160028.0300000003
Town Of Saugeen Shores,47,128273.88,131254.9929787234,6168984.67
Town Of Shelburne,6,137062.28,138479.775,830878.6499999999
Town Of Smiths Falls,37,130689.26,131305.31135135135,4858296.52
Town Of Smooth Rock Falls,2,126510.745,126510.745,253021.49
Town Of South Bruce Peninsula,11,130874.71,130011.28727272726,1430124.16
Town Of St. Marys,8,123846.45,126378.605,1011028.84
Town Of Tecumseh,30,124106.01000000001,137948.60866666667,4138458.26
Town Of The Blue Mountains,34,118191.935,123751.13323529412,4207538.53
Town Of Tillsonburg,22,120562.625,129398.07318181818,2846757.61
Town Of Wasaga Beach,57,134036.68,136103.21280701755,7757883.13
Town Of Whitby,307,128449.31,133919.52462540718,41113294.06
Town Of Whitchurch-Stouffville,117,123892.12,133628.83931623932,15634574.2
Township Of Addington Highlands,4,114542.255,114426.475,457705.9
Township Of Adelaide Metcalfe,3,113402.0,122592.70666666667,367778.12
Township Of Adjala-Tosorontio,6,116006.38,124707.26666666666,748243.6
Township Of Admaston/Bromley,2,121407.345,121407.345,242814.69
Township Of Alfred And Plantagenet,7,129648.85,124694.61,872862.27
Township Of Algonquin Highlands,8,116971.47,119042.64875000001,952341.1900000001
Township Of Alnwick/Haldimand,2,143998.275,143998.275,287996.55
Township Of Amaranth,4,108912.725,116108.1375,464432.55
Township Of Armour,4,112398.88500000001,116574.0625,466296.25
Township Of Armstrong,2,104218.03,104218.03,208436.06
Township Of Ashfield-Colborne-Wawanosh,5,112847.11,123610.73400000001,618053.67
Township Of Asphodel-Norwood,3,110653.89,113357.99333333333,340073.98
Township Of Athens,1,112788.0,112788.0,112788.0
Township Of Augusta,5,112710.62,122451.796,612258.98
Township Of Beckwith,3,106858.96,108962.87666666666,326888.63
Township Of Black River-Matheson,3,120198.5,141195.34,423586.02
Township Of Blandford-Blenheim,5,129669.11,130498.70800000001,652493.54
Township Of Bonfield,1,126592.32,126592.32,126592.32
Township Of Bonnechere Valley,5,111607.2,112996.08599999998,564980.4299999999
Township Of Brock,10,141057.26,140970.894,1409708.94
Township Of Carling,5,127364.69,142339.854,711699.27
Township Of Cavan Monaghan,7,129003.16,135784.06142857144,950488.43
Township Of Central Frontenac,5,121701.76,125663.68199999999,628318.4099999999
Township Of Centre Wellington,41,114505.86,126663.3856097561,5193198.81
Township Of Champlain,6,107175.35500000001,115776.21166666667,694657.27
Township Of Chapleau,3,124746.93,127921.19333333331,383763.57999999996
Township Of Chapple,1,110331.12,110331.12,110331.12
Township Of Chatsworth,1,151080.54,151080.54,151080.54
Township Of Clearview,17,127628.9,130446.27294117647,2217586.64
Township Of Coleman,1,157602.4,157602.4,157602.4
Township Of Cramahe,4,109099.99,113458.99250000001,453835.97000000003
Township Of Dawn-Euphemia,2,113760.05,113760.05,227520.1
Township Of Douro-Dummer,5,107562.29,110882.13799999999,554410.69
Township Of Drummond-North Elmsley,5,116800.01,121422.896,607114.48
Township Of Dubreuilville,2,123962.88500000001,123962.88500000001,247925.77000000002
Township Of Ear Falls,1,155487.06,155487.06,155487.06
Township Of East Garafraxa,4,119531.95,127394.04999999999,509576.19999999995
Township Of East Hawkesbury,1,126253.69,126253.69,126253.69
Township Of East Zorra-Tavistock,7,117934.57,129038.78,903271.46
Township Of Edwardsburgh/Cardinal,12,124875.61499999999,132733.91833333333,1592807.02
Township Of Elizabethtown-Kitley,5,130716.94,129012.528,645062.64
Township Of Enniskillen,1,103424.58,103424.58,103424.58
Township Of Essa,8,116357.025,118736.1625,949889.3
Township Of Fauquier-Strickland,1,101484.16,101484.16,101484.16
Township Of Front Of Yonge,3,112487.29,112241.59000000001,336724.77
Township Of Frontenac Islands,2,119921.0,119921.0,239842.0
Township Of Georgian Bay,12,121634.66,129183.745,1550204.94
Township Of Georgian Bluffs,9,129497.93,129806.03555555556,1168254.32
Township Of Greater Madawaska,2,128917.755,128917.755,257835.51
Township Of Guelph/Eramosa,9,122604.45,135970.77666666667,1223736.99
Township Of Hamilton,12,113259.36499999999,117824.88333333335,1413898.6
Township Of Havelock-Belmont-Methuen,5,118917.0,129684.08,648420.4
Township Of Hornepayne,1,104176.45,104176.45,104176.45
Township Of Horton,3,112550.0,120689.0,362067.0
Township Of Howick,4,112401.515,112253.7175,449014.87
Township Of Huron-Kinloss,6,126768.45999999999,125365.14999999998,752190.8999999999
"Township Of Killaloe, Hagarty And Richards",2,123771.64,123771.64,247543.28
Township Of King,67,124297.6,134279.32865671642,8996715.02
Township Of La Vallee,1,103652.53,103652.53,103652.53
Township Of Lake Of Bays,11,137079.03,137232.82363636364,1509561.06
Township Of Lanark Highlands,2,111832.205,111832.205,223664.41
Township Of Larder Lake,1,102650.0,102650.0,102650.0
Township Of Laurentian Valley,5,127321.49,134590.75400000002,672953.77
Township Of Leeds And The Thousand Islands,8,134858.125,134364.50375,1074916.03
Township Of Lucan Biddulph,3,123949.6,138580.1366666667,415740.41000000003
"Township Of MacDonald, Meredith And Aberdeen Add’l",2,115470.98,115470.98,230941.96
Township Of Machar,1,112716.8,112716.8,112716.8
Township Of Madawaska Valley,1,127224.39,127224.39,127224.39
Township Of Malahide,8,128441.32999999999,125373.87375,1002990.99
Township Of Manitouwadge,5,114126.48,112308.532,561542.66
Township Of Mapleton,8,123226.745,132071.08125,1056568.65
Township Of McKellar,4,125206.53,126062.75,504251.0
Township Of McNab/Braeside,7,109116.57,118011.67,826081.69
Township Of Melancthon,3,116300.57,133657.50333333333,400972.51
Township Of Minden Hills,6,114716.175,123672.60666666667,742035.64
Township Of Montague,1,162455.54,162455.54,162455.54
Township Of Moonbeam,1,106413.34,106413.34,106413.34
Township Of Mulmur,2,158525.29499999998,158525.29499999998,317050.58999999997
Township Of Muskoka Lakes,16,120243.975,123721.23875,1979539.82
Township Of Nipissing,3,113014.05,117027.79,351083.37
Township Of North Algona Wilberforce,1,104234.11,104234.11,104234.11
Township Of North Dumfries,10,133012.45,127332.69099999999,1273326.91
Township Of North Dundas,6,114068.76999999999,115838.245,695029.47
Township Of North Frontenac,7,108822.0,110428.85714285714,773002.0
Township Of North Glengarry,6,120662.32,126885.2,761311.2
Township Of North Huron,4,122334.565,129627.7925,518511.17
Township Of North Kawartha,6,120411.67,124539.585,747237.51
Township Of North Stormont,4,122343.32,121463.885,485855.54
Township Of Norwich,10,133888.35499999998,133733.41999999998,1337334.2
Township Of Oro-Medonte,25,127383.89,139653.4964,3491337.41
Township Of Otonabee-South Monaghan,4,117756.06,118648.4875,474593.95
Township Of Perry,4,116799.0,121715.5,486862.0
Township Of Perth East,9,117354.32,123995.61333333334,1115960.52
Township Of Perth South,5,121233.99,127469.33599999998,637346.6799999999
Township Of Pickle Lake,1,183256.82,183256.82,183256.82
Township Of Puslinch,5,134911.12,131147.568,655737.84
Township Of Ramara,11,107470.94,119340.07090909091,1312740.78
Township Of Red Rock,1,112383.33,112383.33,112383.33
Township Of Rideau Lakes,7,124148.42,125119.78857142858,875838.52
Township Of Russell,24,114893.375,121906.3,2925751.2
Township Of Sables-Spanish Rivers,2,108399.02,108399.02,216798.04
Township Of Scugog,19,120274.29,131290.0152631579,2494510.29
Township Of Seguin,12,126663.53,133866.17416666666,1606394.09
Township Of Selwyn,11,132403.94,128655.11727272728,1415206.29
Township Of Severn,18,114506.84,124360.64055555557,2238491.5300000003
Township Of South Algonquin,3,125321.33,122897.70666666667,368693.12
Township Of South Frontenac,12,113476.0,119060.44666666667,1428725.36
Township Of South Glengarry,8,119180.325,122263.4875,978107.9
Township Of South Stormont,9,125023.94,125399.89333333334,1128599.04
Township Of South-West Oxford,6,115048.91500000001,122614.06666666665,735684.3999999999
Township Of Southgate,10,112572.785,124326.25600000001,1243262.56
Township Of Southwold,7,133539.71,134691.5614285714,942840.9299999999
Township Of Springwater,21,120623.55,122593.05857142857,2574454.23
Township Of St. Clair,17,121804.8,129082.95294117648,2194410.2
Township Of Stirling-Rawdon,7,118811.1,119043.68142857144,833305.77
Township Of Stone Mills,4,105705.19,110753.935,443015.74
Township Of Strathroy-Caradoc,38,118478.54,125006.31763157896,4750240.07
Township Of Strong,4,118102.22,119509.7775,478039.11
Township Of Tay,9,111054.93,126152.35666666666,1135371.21
Township Of Terrace Bay,1,122057.46,122057.46,122057.46
Township Of The Archipelago,11,143197.6,145070.56727272726,1595776.24
Township Of Tiny,11,123243.95,135178.2981818182,1486961.28
Township Of Tyendinaga,1,125590.4,125590.4,125590.4
Township Of Uxbridge,15,132048.13,144530.77666666667,2167961.65
Township Of Val Rita-Harty,1,104552.0,104552.0,104552.0
Township Of Wainfleet,9,128431.89,135313.1988888889,1217818.79
Township Of Warwick,2,113138.11499999999,113138.11499999999,226276.22999999998
Township Of Wellesley,7,120261.54,125966.26857142858,881763.88
Township Of Wellington North,8,124181.68,129407.93375,1035263.47
Township Of West Lincoln,15,114289.28,123348.44733333333,1850226.71
Township Of Whitewater Region,4,108150.935,116748.485,466993.94
Township Of Wilmot,15,115188.21,127591.168,1913867.52
Township Of Wollaston,2,132405.18,132405.18,264810.36
Township Of Woolwich,20,114096.055,120493.046,2409860.92
Township Of Zorra,7,127278.57,127443.5142857143,892104.6000000001
Transcare Community Support Services,2,121072.0,121072.0,242144.0
Transportation,1580,118463.51,121847.67086075949,192519319.96
Traverse Independence Not For Profit,1,127732.0,127732.0,127732.0
Treasury Board Secretariat,1526,121811.45,124504.66545871561,189994119.49
Treaty Three Police Services Board Inc,42,170686.86,160203.6519047619,6728553.38
Trent University,413,138948.37,152701.80087167068,63065843.76
Tri-County Mennonite Homes,7,121918.08,138247.3742857143,967731.62
Tribunals Ontario,262,117972.92,130271.63729007634,34131168.97
Trillium Health Partners,2939,114755.05,122926.73558353182,361281675.88
